"DateTime","Avian influenza[en]","Centers for Disease Control and Prevention[en]","Common cold[en]","Fever[en]","Influenza[en]","Main Page[en]","Pandemic[en]","West Nile virus[en]"
"2017-04-10 00:00:00",322,795,804,833,1684,3218599,615,238
"2017-04-11 00:00:00",374,724,798,838,1687,14955840,595,288
"2017-04-12 00:00:00",351,716,724,782,1489,255268,526,244
"2017-04-13 00:00:00",271,657,656,787,1395,570987,439,269
"2017-04-14 00:00:00",293,542,502,617,958,14320997,501,176
"2017-04-15 00:00:00",179,422,477,561,832,16762445,378,155
"2017-04-16 00:00:00",208,422,520,571,910,340200,442,145
"2017-04-17 00:00:00",264,758,677,853,1304,2961885,571,291
"2017-04-18 00:00:00",356,809,717,894,1592,1524170,600,317
"2017-04-19 00:00:00",306,845,714,927,1610,958294,642,265
"2017-04-20 00:00:00",307,801,734,776,1606,16196305,597,306
"2017-04-21 00:00:00",238,636,645,909,1357,14053430,567,222
"2017-04-22 00:00:00",146,569,468,601,896,429730,401,171
"2017-04-23 00:00:00",193,520,552,700,1135,1237451,427,172
"2017-04-24 00:00:00",334,837,784,863,1663,3680705,642,280
"2017-04-25 00:00:00",295,830,835,807,1717,15336834,619,294
"2017-04-26 00:00:00",313,713,879,899,1660,1554324,622,266
"2017-04-27 00:00:00",300,774,817,829,1585,409780,630,262
"2017-04-28 00:00:00",255,686,638,724,1256,14603897,544,216
"2017-04-29 00:00:00",212,394,450,507,843,946687,505,137
"2017-04-30 00:00:00",196,428,500,573,966,2037488,424,155
"2017-05-01 00:00:00",296,692,692,823,1399,4620955,559,313
"2017-05-02 00:00:00",343,806,822,829,1606,3955561,683,295
"2017-05-03 00:00:00",338,671,764,822,1594,2358121,682,281
"2017-05-04 00:00:00",319,667,760,820,1420,1278859,623,297
"2017-05-05 00:00:00",318,596,687,663,1593,15331605,571,208
"2017-05-06 00:00:00",182,392,459,644,840,1761357,413,124
"2017-05-07 00:00:00",244,455,549,636,1060,1443735,466,177
"2017-05-08 00:00:00",355,736,831,850,1596,4347849,664,265
"2017-05-09 00:00:00",370,673,777,906,1518,4023870,781,253
"2017-05-10 00:00:00",288,656,804,839,1590,2193774,639,258
"2017-05-11 00:00:00",339,591,781,830,1512,16575611,607,286
"2017-05-12 00:00:00",257,556,682,655,1198,14115837,605,258
"2017-05-13 00:00:00",167,399,503,591,868,1288827,387,173
"2017-05-14 00:00:00",183,428,481,590,904,2033453,460,176
"2017-05-15 00:00:00",329,645,736,856,1489,3866226,698,309
"2017-05-16 00:00:00",301,647,758,831,1675,2625608,621,242
"2017-05-17 00:00:00",307,677,684,832,1505,1955407,726,220
"2017-05-18 00:00:00",321,643,715,800,1444,560632,630,240
"2017-05-19 00:00:00",237,592,644,694,1192,14427970,543,246
"2017-05-20 00:00:00",184,562,489,555,830,1651198,321,164
"2017-05-21 00:00:00",230,599,455,603,891,2349928,410,149
"2017-05-22 00:00:00",250,713,721,826,1298,5021341,573,247
"2017-05-23 00:00:00",334,679,710,826,1324,3951465,600,266
"2017-05-24 00:00:00",327,704,711,825,1410,14991103,599,212
"2017-05-25 00:00:00",235,570,742,1009,1269,13021847,558,214
"2017-05-26 00:00:00",184,502,553,645,1061,11365165,512,168
"2017-05-27 00:00:00",143,397,377,563,774,12940076,352,119
"2017-05-28 00:00:00",173,540,496,565,852,14050578,369,115
"2017-05-29 00:00:00",240,470,619,805,1150,16114139,522,166
"2017-05-30 00:00:00",246,665,693,774,1285,14728171,556,296
"2017-05-31 00:00:00",266,744,733,809,1295,14634183,622,306
"2017-06-01 00:00:00",252,582,633,793,1170,13503271,533,255
"2017-06-02 00:00:00",235,539,538,712,1108,11165681,561,214
"2017-06-03 00:00:00",175,343,378,523,735,13644158,360,142
"2017-06-04 00:00:00",211,390,478,600,775,11402540,373,178
"2017-06-05 00:00:00",308,572,608,721,1214,12677496,541,282
"2017-06-06 00:00:00",306,593,702,830,1241,15033257,514,273
"2017-06-07 00:00:00",312,589,732,868,1305,14782251,589,260
"2017-06-08 00:00:00",301,580,629,773,1195,14560896,560,258
"2017-06-09 00:00:00",291,507,514,655,999,12924835,457,194
"2017-06-10 00:00:00",174,382,381,500,759,14158248,350,155
"2017-06-11 00:00:00",185,427,414,595,855,14181786,372,194
"2017-06-12 00:00:00",284,579,647,733,1320,16252769,632,269
"2017-06-13 00:00:00",262,627,687,743,1228,14245676,534,345
"2017-06-14 00:00:00",245,599,579,742,1161,13935820,533,359
"2017-06-15 00:00:00",255,547,573,694,1315,13521602,518,297
"2017-06-16 00:00:00",217,497,553,646,1048,11757674,481,233
"2017-06-17 00:00:00",229,356,395,493,734,13485510,314,173
"2017-06-18 00:00:00",144,398,350,582,766,13255304,394,150
"2017-06-19 00:00:00",236,559,603,911,1115,15749765,493,287
"2017-06-20 00:00:00",237,548,645,754,1201,14664973,494,313
"2017-06-21 00:00:00",223,701,577,719,1177,14446624,441,305
"2017-06-22 00:00:00",206,512,560,1173,1105,12759861,491,235
"2017-06-23 00:00:00",203,454,463,627,927,10918763,425,257
"2017-06-24 00:00:00",129,318,357,494,609,13776714,483,155
"2017-06-25 00:00:00",163,368,399,480,827,12971744,366,184
"2017-06-26 00:00:00",272,571,529,726,1011,10486139,669,335
"2017-06-27 00:00:00",338,554,640,680,1066,10037962,620,225
"2017-06-28 00:00:00",259,567,613,624,1109,12578188,594,302
"2017-06-29 00:00:00",275,553,610,662,1117,12242964,482,284
"2017-06-30 00:00:00",182,474,448,586,806,11068312,434,316
"2017-07-01 00:00:00",101,303,360,421,611,13953836,289,290
"2017-07-02 00:00:00",145,297,417,443,687,13595920,321,208
"2017-07-03 00:00:00",211,494,468,580,952,15249747,415,239
"2017-07-04 00:00:00",194,441,483,581,1001,14434626,439,229
"2017-07-05 00:00:00",193,533,542,660,1120,13443227,415,301
"2017-07-06 00:00:00",220,500,527,632,1006,13026988,551,683
"2017-07-07 00:00:00",203,652,460,589,849,11294507,461,598
"2017-07-08 00:00:00",144,421,392,464,656,13880438,326,265
"2017-07-09 00:00:00",129,410,409,531,763,14042214,332,233
"2017-07-10 00:00:00",217,656,595,712,1058,15334550,486,376
"2017-07-11 00:00:00",243,604,530,673,1115,14582632,421,394
"2017-07-12 00:00:00",227,589,548,681,973,13680577,440,430
"2017-07-13 00:00:00",236,584,839,662,1044,13754333,488,433
"2017-07-14 00:00:00",185,486,508,593,862,11336698,381,344
"2017-07-15 00:00:00",134,371,389,505,617,14195945,340,222
"2017-07-16 00:00:00",176,402,434,539,703,14114752,325,238
"2017-07-17 00:00:00",219,567,636,644,1043,16033134,455,456
"2017-07-18 00:00:00",243,630,554,647,1076,14276820,496,440
"2017-07-19 00:00:00",237,639,555,640,1085,14246515,457,528
"2017-07-20 00:00:00",209,553,495,669,1100,11219003,450,602
"2017-07-21 00:00:00",185,467,483,578,1105,10861750,457,478
"2017-07-22 00:00:00",145,375,367,473,772,13966257,336,324
"2017-07-23 00:00:00",152,367,396,490,773,13699292,397,259
"2017-07-24 00:00:00",245,610,570,673,1121,15244262,445,364
"2017-07-25 00:00:00",230,590,648,661,1033,14834368,453,420
"2017-07-26 00:00:00",260,551,618,702,1081,14126343,497,902
"2017-07-27 00:00:00",244,559,526,699,1025,12701382,441,709
"2017-07-28 00:00:00",195,465,429,592,867,10621787,433,485
"2017-07-29 00:00:00",129,349,342,470,660,13786036,293,221
"2017-07-30 00:00:00",143,410,369,508,755,13671458,338,228
"2017-07-31 00:00:00",218,525,514,617,1088,16436197,410,355
"2017-08-01 00:00:00",231,583,547,685,2204,14012728,477,446
"2017-08-02 00:00:00",221,585,627,675,1095,13612077,493,499
"2017-08-03 00:00:00",199,517,572,733,1036,12737572,476,562
"2017-08-04 00:00:00",167,456,436,594,858,10724595,363,450
"2017-08-05 00:00:00",145,320,361,451,655,11204800,300,453
"2017-08-06 00:00:00",141,379,421,507,847,13692323,357,234
"2017-08-07 00:00:00",260,566,628,696,1058,15819932,434,380
"2017-08-08 00:00:00",279,504,598,732,1159,14586977,509,438
"2017-08-09 00:00:00",231,581,556,732,1118,15035257,496,538
"2017-08-10 00:00:00",278,558,614,734,1111,15071183,418,427
"2017-08-11 00:00:00",556,516,478,603,912,12895954,328,420
"2017-08-12 00:00:00",387,359,367,499,707,15166994,325,212
"2017-08-13 00:00:00",351,361,382,537,764,13674939,329,225
"2017-08-14 00:00:00",961,507,550,679,1097,15296080,528,353
"2017-08-15 00:00:00",768,503,532,689,1077,14603594,470,453
"2017-08-16 00:00:00",748,530,562,713,1089,15514830,478,493
"2017-08-17 00:00:00",733,515,553,715,1133,14509219,470,422
"2017-08-18 00:00:00",729,421,439,691,998,11609230,422,373
"2017-08-19 00:00:00",484,340,342,537,693,12584582,323,209
"2017-08-20 00:00:00",505,323,412,607,805,12493802,361,172
"2017-08-21 00:00:00",664,486,549,746,1075,16056186,460,287
"2017-08-22 00:00:00",776,536,542,662,1201,15232648,472,446
"2017-08-23 00:00:00",653,595,621,787,1147,14655327,463,746
"2017-08-24 00:00:00",602,606,549,643,1150,13503656,490,606
"2017-08-25 00:00:00",452,470,445,528,939,11816684,500,552
"2017-08-26 00:00:00",318,322,419,455,640,13985556,362,279
"2017-08-27 00:00:00",272,369,436,566,734,13778415,358,206
"2017-08-28 00:00:00",363,591,662,699,1178,15732462,460,407
"2017-08-29 00:00:00",491,630,622,774,1092,15340628,531,454
"2017-08-30 00:00:00",461,635,662,810,1360,13177911,632,371
"2017-08-31 00:00:00",355,551,588,665,1150,12124637,549,439
"2017-09-01 00:00:00",306,485,551,576,896,10224224,425,452
"2017-09-02 00:00:00",232,470,411,494,689,12388388,370,261
"2017-09-03 00:00:00",253,363,413,556,772,13539329,404,239
"2017-09-04 00:00:00",397,428,679,686,1066,14476039,446,237
"2017-09-05 00:00:00",378,590,732,762,1308,14965510,510,378
"2017-09-06 00:00:00",465,583,756,746,1316,14384146,595,410
"2017-09-07 00:00:00",376,684,758,704,1392,13141331,518,426
"2017-09-08 00:00:00",280,548,644,751,1170,11894260,513,359
"2017-09-09 00:00:00",225,361,506,529,824,10439776,355,197
"2017-09-10 00:00:00",292,399,592,615,1100,13364414,383,201
"2017-09-11 00:00:00",314,584,833,822,1479,15974536,564,386
"2017-09-12 00:00:00",334,617,864,808,1499,14742130,526,617
"2017-09-13 00:00:00",314,674,849,814,1481,14051857,527,460
"2017-09-14 00:00:00",284,632,853,780,1579,13320436,534,334
"2017-09-15 00:00:00",307,531,719,750,1303,11928797,546,408
"2017-09-16 00:00:00",192,381,534,617,915,13990440,362,278
"2017-09-17 00:00:00",268,433,689,652,1008,13753653,402,204
"2017-09-18 00:00:00",301,689,943,849,1664,218507,522,391
"2017-09-19 00:00:00",329,702,993,920,1826,15324928,601,358
"2017-09-20 00:00:00",331,723,940,890,1718,15629340,613,357
"2017-09-21 00:00:00",289,667,822,762,1642,14687270,629,370
"2017-09-22 00:00:00",254,547,777,798,1394,12101894,559,374
"2017-09-23 00:00:00",153,405,558,589,935,13761182,467,172
"2017-09-24 00:00:00",193,442,692,619,1017,14287668,403,203
"2017-09-25 00:00:00",321,656,971,886,1625,194180,665,351
"2017-09-26 00:00:00",274,646,988,816,1831,15241730,631,375
"2017-09-27 00:00:00",262,694,852,766,1666,14847443,606,342
"2017-09-28 00:00:00",270,680,909,829,1541,14015031,590,322
"2017-09-29 00:00:00",216,590,790,691,1378,11367421,489,299
"2017-09-30 00:00:00",123,400,621,531,941,9581511,371,152
"2017-10-01 00:00:00",178,392,666,632,1125,8804524,464,169
"2017-10-02 00:00:00",232,716,922,822,1652,14632577,571,271
"2017-10-03 00:00:00",301,788,921,849,1780,14600110,650,336
"2017-10-04 00:00:00",300,758,1022,802,1848,14522996,670,266
"2017-10-05 00:00:00",367,820,928,762,1713,13422373,621,257
"2017-10-06 00:00:00",272,676,865,682,1438,10590194,536,238
"2017-10-07 00:00:00",198,427,627,575,1034,13248841,390,156
"2017-10-08 00:00:00",194,559,672,674,1201,13448973,445,226
"2017-10-09 00:00:00",290,705,876,865,1834,16505885,633,284
"2017-10-10 00:00:00",335,819,1037,855,1872,15379930,638,291
"2017-10-11 00:00:00",361,724,884,837,1881,14861009,692,304
"2017-10-12 00:00:00",305,789,858,813,1789,15181475,644,267
"2017-10-13 00:00:00",300,750,822,728,1457,14078758,1197,338
"2017-10-14 00:00:00",188,499,555,561,1060,16255432,377,187
"2017-10-15 00:00:00",211,501,632,768,1381,15698265,477,177
"2017-10-16 00:00:00",325,790,903,877,1832,444850,661,266
"2017-10-17 00:00:00",315,742,968,817,2435,16272650,780,316
"2017-10-18 00:00:00",279,740,878,874,1770,14245226,802,291
"2017-10-19 00:00:00",269,688,907,815,1780,13389930,691,277
"2017-10-20 00:00:00",256,673,751,739,1474,12243323,560,211
"2017-10-21 00:00:00",155,478,573,616,1059,13729967,404,137
"2017-10-22 00:00:00",214,565,683,715,1143,13590991,493,162
"2017-10-23 00:00:00",304,819,974,1020,2975,16312058,658,361
"2017-10-24 00:00:00",312,784,973,1036,1940,15568430,725,329
"2017-10-25 00:00:00",325,787,954,950,1961,15294225,711,347
"2017-10-26 00:00:00",336,805,949,801,1752,13771916,733,255
"2017-10-27 00:00:00",281,757,746,629,1418,13058488,578,236
"2017-10-28 00:00:00",191,497,541,518,969,14370991,433,153
"2017-10-29 00:00:00",189,516,647,742,1188,14064902,606,171
"2017-10-30 00:00:00",281,767,1021,804,1745,131119,741,261
"2017-10-31 00:00:00",259,721,927,741,1722,15727058,799,241
"2017-11-01 00:00:00",265,743,950,829,1632,14969145,700,278
"2017-11-02 00:00:00",270,751,828,803,1774,14351798,671,215
"2017-11-03 00:00:00",288,700,819,738,1557,12204367,613,231
"2017-11-04 00:00:00",182,475,590,594,1000,13647725,525,132
"2017-11-05 00:00:00",204,539,662,628,1205,13563304,465,158
"2017-11-06 00:00:00",362,917,1039,858,1850,15400280,685,283
"2017-11-07 00:00:00",344,961,968,866,1925,14893213,698,291
"2017-11-08 00:00:00",297,765,976,836,1959,14737417,663,296
"2017-11-09 00:00:00",340,713,951,810,1960,11946620,707,244
"2017-11-10 00:00:00",249,599,842,664,1477,12381576,592,206
"2017-11-11 00:00:00",190,505,596,565,1006,13816130,427,141
"2017-11-12 00:00:00",236,578,688,597,1228,13911593,488,150
"2017-11-13 00:00:00",447,795,1030,828,1890,16627759,715,260
"2017-11-14 00:00:00",300,937,1103,868,1813,14348177,739,269
"2017-11-15 00:00:00",288,822,1050,897,1793,14067534,714,244
"2017-11-16 00:00:00",287,765,980,780,1835,12536037,702,235
"2017-11-17 00:00:00",243,649,917,749,1431,10916055,601,187
"2017-11-18 00:00:00",182,496,626,618,1098,12478680,441,139
"2017-11-19 00:00:00",223,510,703,676,1397,9936698,490,136
"2017-11-20 00:00:00",278,763,989,787,2049,15151526,686,266
"2017-11-21 00:00:00",351,823,1002,788,1905,15003373,633,207
"2017-11-22 00:00:00",284,628,908,841,1684,14071261,588,226
"2017-11-23 00:00:00",240,500,846,667,1456,12663665,543,155
"2017-11-24 00:00:00",216,488,666,605,1152,11719665,446,132
"2017-11-25 00:00:00",213,503,605,596,1064,12691760,444,134
"2017-11-26 00:00:00",212,575,676,582,1319,13098796,516,149
"2017-11-27 00:00:00",347,749,1122,886,1940,14245376,795,265
"2017-11-28 00:00:00",331,933,1154,925,1996,14479717,705,262
"2017-11-29 00:00:00",299,713,1176,868,1850,14175511,666,274
"2017-11-30 00:00:00",300,761,1016,783,1846,12637296,663,247
"2017-12-01 00:00:00",237,729,859,672,1490,10631969,589,225
"2017-12-02 00:00:00",169,462,713,548,1084,12455171,372,144
"2017-12-03 00:00:00",228,550,703,623,1303,12942400,493,183
"2017-12-04 00:00:00",341,777,1115,781,2053,15629154,646,242
"2017-12-05 00:00:00",265,812,1050,740,1987,14617050,656,242
"2017-12-06 00:00:00",317,678,1051,820,2185,11879012,633,231
"2017-12-07 00:00:00",284,710,1026,724,1990,12879084,626,255
"2017-12-08 00:00:00",226,588,872,620,1765,11395236,555,216
"2017-12-09 00:00:00",322,526,716,547,1208,12352989,397,135
"2017-12-10 00:00:00",212,482,813,596,1310,12908929,445,151
"2017-12-11 00:00:00",301,671,1115,793,2037,14896321,682,210
"2017-12-12 00:00:00",295,708,1083,824,2029,13623451,607,221
"2017-12-13 00:00:00",276,638,1052,659,1795,13067741,605,212
"2017-12-14 00:00:00",317,672,951,745,1844,12466956,507,220
"2017-12-15 00:00:00",206,605,917,627,1559,11582288,448,175
"2017-12-16 00:00:00",156,1914,632,504,1049,12528721,340,73
"2017-12-17 00:00:00",171,1231,732,513,1277,13381382,393,78
"2017-12-18 00:00:00",249,1177,935,736,1789,15363332,504,164
"2017-12-19 00:00:00",233,880,964,685,1668,14634229,500,159
"2017-12-20 00:00:00",237,679,948,645,1590,14092332,538,139
"2017-12-21 00:00:00",276,638,886,616,1740,12671394,444,155
"2017-12-22 00:00:00",163,458,735,539,1287,10973082,323,85
"2017-12-23 00:00:00",131,368,591,430,951,13139428,239,73
"2017-12-24 00:00:00",127,299,608,449,987,13007995,253,52
"2017-12-25 00:00:00",129,333,466,407,895,13867208,234,68
"2017-12-26 00:00:00",144,374,753,528,1296,13693067,363,66
"2017-12-27 00:00:00",168,447,834,655,1480,13547308,359,102
"2017-12-28 00:00:00",193,432,930,618,1712,13097599,396,107
"2017-12-29 00:00:00",317,349,934,618,1766,11309676,445,85
"2017-12-30 00:00:00",143,310,778,499,1279,13355524,326,66
"2017-12-31 00:00:00",125,315,688,527,1237,13718021,318,58
"2018-01-01 00:00:00",162,285,686,487,1267,15291160,312,63
"2018-01-02 00:00:00",268,508,1104,682,2207,14127525,475,106
"2018-01-03 00:00:00",361,525,1128,829,2917,13938025,532,132
"2018-01-04 00:00:00",486,514,1132,746,2756,12722689,505,123
"2018-01-05 00:00:00",437,559,1030,728,2562,11573647,494,100
"2018-01-06 00:00:00",293,516,848,574,1966,13514203,396,96
"2018-01-07 00:00:00",230,472,812,581,2082,13912017,415,94
"2018-01-08 00:00:00",428,651,1280,751,3255,15037776,667,191
"2018-01-09 00:00:00",404,730,1169,877,3503,14995512,705,183
"2018-01-10 00:00:00",403,804,1218,1132,3606,14266940,700,194
"2018-01-11 00:00:00",399,703,1210,881,4266,13149352,692,208
"2018-01-12 00:00:00",385,615,1181,764,3676,12768301,643,138
"2018-01-13 00:00:00",279,420,797,575,2649,13999963,456,106
"2018-01-14 00:00:00",250,403,751,618,2339,14771495,454,106
"2018-01-15 00:00:00",337,586,1065,840,2956,746316,606,175
"2018-01-16 00:00:00",387,630,1081,790,3595,16109201,933,212
"2018-01-17 00:00:00",378,708,1057,1114,3768,15367193,951,204
"2018-01-18 00:00:00",399,655,1091,817,3648,14676560,733,209
"2018-01-19 00:00:00",380,685,1027,738,3610,12349338,653,168
"2018-01-20 00:00:00",258,524,702,658,2351,14246138,414,135
"2018-01-21 00:00:00",266,542,678,672,2186,14006029,508,269
"2018-01-22 00:00:00",386,843,1059,842,3269,820652,751,186
"2018-01-23 00:00:00",382,786,1022,892,3976,16670602,815,190
"2018-01-24 00:00:00",418,747,1014,900,3629,15663367,760,197
"2018-01-25 00:00:00",375,700,1005,869,3715,14424490,697,257
"2018-01-26 00:00:00",350,719,882,684,3549,13562811,670,165
"2018-01-27 00:00:00",248,549,704,613,2597,15217488,433,114
"2018-01-28 00:00:00",224,567,721,699,2444,13291882,530,132
"2018-01-29 00:00:00",391,1010,1005,884,3900,15774856,769,218
"2018-01-30 00:00:00",394,821,1189,950,3623,15457632,766,225
"2018-01-31 00:00:00",406,1885,1091,917,3453,15781222,780,205
"2018-02-01 00:00:00",319,1286,7491,857,3639,15120438,641,186
"2018-02-02 00:00:00",302,888,933,741,3390,13305111,589,160
"2018-02-03 00:00:00",204,663,666,580,2280,15184347,442,119
"2018-02-04 00:00:00",238,810,742,683,2146,15337678,499,114
"2018-02-05 00:00:00",326,928,956,863,3311,16604909,636,192
"2018-02-06 00:00:00",399,919,1268,889,3478,15941731,714,200
"2018-02-07 00:00:00",358,775,1013,879,3429,15631501,660,225
"2018-02-08 00:00:00",331,1242,1963,897,3121,14728645,641,211
"2018-02-09 00:00:00",265,1293,818,785,2642,13921760,575,175
"2018-02-10 00:00:00",259,580,640,655,2100,14056392,463,86
"2018-02-11 00:00:00",224,559,669,667,2110,11873124,448,120
"2018-02-12 00:00:00",384,886,1036,886,3624,16267836,692,195
"2018-02-13 00:00:00",367,917,1086,861,3440,14867362,687,198
"2018-02-14 00:00:00",311,787,1028,815,3089,14593080,639,204
"2018-02-15 00:00:00",494,877,904,797,2778,13456116,576,175
"2018-02-16 00:00:00",351,763,815,664,2373,12782263,491,168
"2018-02-17 00:00:00",235,535,620,592,1688,14028895,379,107
"2018-02-18 00:00:00",229,514,633,646,1722,14478350,443,122
"2018-02-19 00:00:00",270,828,850,834,2838,16021717,542,177
"2018-02-20 00:00:00",339,845,985,903,2627,13244625,565,204
"2018-02-21 00:00:00",288,902,910,891,2565,15192226,620,209
"2018-02-22 00:00:00",333,952,868,837,2393,14457377,611,210
"2018-02-23 00:00:00",273,874,818,702,2192,12202387,539,167
"2018-02-24 00:00:00",209,624,583,549,1558,14596052,403,107
"2018-02-25 00:00:00",188,730,625,609,1599,14150775,463,138
"2018-02-26 00:00:00",438,983,968,873,2588,362765,589,201
"2018-02-27 00:00:00",359,1056,935,844,2485,15314998,647,186
"2018-02-28 00:00:00",308,1010,1067,839,2407,14422726,659,201
"2018-03-01 00:00:00",296,899,919,781,2193,14412507,613,239
"2018-03-02 00:00:00",256,702,739,695,2023,12622011,511,206
"2018-03-03 00:00:00",191,553,559,600,1293,14583523,394,132
"2018-03-04 00:00:00",222,620,666,580,1535,14043526,522,141
"2018-03-05 00:00:00",323,791,885,793,2295,314955,727,256
"2018-03-06 00:00:00",321,794,872,835,3137,15861044,741,256
"2018-03-07 00:00:00",309,1020,862,765,2206,14918337,585,179
"2018-03-08 00:00:00",695,951,789,751,2160,13880800,626,233
"2018-03-09 00:00:00",280,730,763,717,1811,12643161,547,206
"2018-03-10 00:00:00",208,466,488,559,1202,14771142,434,82
"2018-03-11 00:00:00",264,605,571,694,1455,13919452,548,114
"2018-03-12 00:00:00",349,935,914,836,2230,500988,706,181
"2018-03-13 00:00:00",360,874,916,764,2090,15014284,644,187
"2018-03-14 00:00:00",272,881,854,806,1875,14576769,601,184
"2018-03-15 00:00:00",285,823,908,728,1833,13673968,581,186
